Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
GCF_001348855.1_6630_5_9_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.892	383317	306.3239211507725	1929726	0.35	1877	16	630934	
GCF_009771985.1_ASM977198v1_genomic	99.99	0.11	Neural Network (Specific Model)	11	0.891	283945	299.9103350637093	2136329	0.35	2119	28	619816	
GCF_011379305.1_ASM1137930v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.891	71885	298.53026854802005	2205232	0.35	2197	67	150766	
GCF_053009365.1_ASM5300936v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	134134	302.8248175182481	2090011	0.35	2055	32	518804	
GCA_000311145.1_ASM31114v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.892	48141	292.3258480649785	2053859	0.35	2093	74	124680	
GCA_001111745.1_6753_5_27_genomic	99.99	0.07	Neural Network (Specific Model)	11	0.893	383724	303.86315789473684	2033387	0.35	1995	14	656573	
GCA_001115545.1_6753_5_22_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.889	115968	298.50567644276254	2126125	0.35	2114	42	346261	
GCA_001398475.1_Mother2_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.893	76665	298.42919921875	2050937	0.35	2048	93	263225	
GCA_006543215.1_ASM654321v1_genomic	99.99	0.12	Neural Network (Specific Model)	11	0.892	86869	302.8061855670103	1971688	0.35	1940	47	339963	
GCA_027659145.1_ASM2765914v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.892	111577	302.8209523809524	2135844	0.35	2100	36	313827	
GCA_027863375.1_ASM2786337v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.893	187467	304.96884272997033	2068613	0.35	2022	21	634772	
GCA_029524565.1_ASM2952456v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.889	86249	297.6789827255278	2088912	0.35	2084	40	312716	
GCA_029525405.1_ASM2952540v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.89	91887	301.14704469005284	2108496	0.35	2081	46	260265	
GCA_034412915.1_PDT001840001.1_genomic	99.99	0.08	Neural Network (Specific Model)	11	0.895	67852	299.685900652283	1998130	0.35	1993	65	188897	
GCA_043170415.1_PDT002237232.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	140542	305.4583333333333	1968250	0.35	1920	23	604902	
GCA_044118355.1_PDT002223943.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	119299	300.37791828793775	2074293	0.35	2056	42	322252	
GCA_044538615.1_PDT002219148.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	210505	303.3094430992736	2100414	0.35	2065	32	627813	
GCA_044714785.1_PDT002212251.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	149301	300.3773955773956	2052066	0.35	2035	31	500339	
GCA_044723985.1_PDT002211932.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	320843	302.981331987891	2016666	0.35	1982	20	511639	
GCA_044810545.1_PDT002217667.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.891	383443	301.4838066766318	2033492	0.35	2007	25	667330	
GCA_044879685.1_PDT002213608.1_genomic	99.99	0.1	Neural Network (Specific Model)	11	0.893	162477	301.9473947895792	2021783	0.35	1996	23	614241	
GCA_045272585.1_PDT002487271.1_genomic	99.99	0.11	Neural Network (Specific Model)	11	0.893	166067	302.9462953754351	2042552	0.35	2011	28	593101	
GCA_047388385.1_ASM4738838v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.892	220416	303.4407862407862	2072948	0.35	2035	19	454398	
GCA_051531855.1_ASM5153185v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.886	126495	299.0721343873517	2045334	0.35	2024	40	259902	
GCA_054991785.1_PDT003082427.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.893	299489	304.46461071789685	2020505	0.35	1978	19	624152	
GCF_000419095.2_S_agalactiaeMC627-1.0_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.887	42095	293.0625	2073477	0.35	2096	117	113549	
GCF_001398975.1_Mother12_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.89	40221	284.2924126172208	2243661	0.35	2346	200	140787	
GCF_002239135.1_ASM223913v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.889	100747	300.4778543307087	2057749	0.35	2032	31	262353	
GCF_003640725.1_ASM364072v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.888	98530	299.1681547619048	2035335	0.35	2016	48	234286	
GCF_022586055.1_ASM2258605v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.891	197930	300.5421970768505	2142961	0.35	2121	26	557489	
GCF_030078235.1_ASM3007823v1_genomic	100.0	0.03	Neural Network (Specific Model)	11	0.878	2013411	303.9979402677652	2013411	0.35	1942	1	2013411	
GCF_900074105.1_VSA44_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.892	33473	294.5107159142727	2167196	0.35	2193	157	81823	
GCA_000289855.1_ASM28985v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	96887	297.7804761904762	2100745	0.35	2100	46	184642	
GCA_001119085.1_6630_5_6_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.891	580489	305.3682328907048	2010750	0.35	1958	12	718301	
GCA_001880625.1_ASM188062v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.889	113008	299.8632596685083	2194311	0.36	2172	41	260136	
GCA_004369765.1_ASM436976v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.892	28406	290.7469879518072	2024929	0.35	2075	129	87493	
GCA_019794035.1_ASM1979403v1_genomic	100.0	0.05	Neural Network (Specific Model)	11	0.895	723830	305.6237138657521	2087467	0.35	2041	11	840573	
GCA_027862825.1_ASM2786282v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.891	120475	307.5337259100642	1931009	0.35	1868	26	430874	
GCA_029524295.1_ASM2952429v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.889	91887	296.58230734154125	2190534	0.35	2193	49	223112	
GCA_029529855.1_ASM2952985v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.892	132724	299.4706467661692	2020135	0.35	2010	34	267331	
GCA_034526815.1_PDT001799182.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.893	119298	305.72281234193224	2027554	0.35	1977	35	411443	
GCA_034597435.1_PDT001797352.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.891	98319	295.53074274471226	2018837	0.35	2033	39	205940	
GCA_034603395.1_PDT001797029.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.895	43868	300.49424136204306	2008749	0.35	1997	89	140380	
GCA_034606735.1_PDT001796865.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.894	42804	304.7656817003629	1969354	0.35	1929	90	122457	
GCA_034625905.1_PDT001794243.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.891	157826	301.3639082751745	2031210	0.35	2006	30	302088	
GCA_037079455.1_ASM3707945v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.886	77152	295.6793635486982	2073425	0.35	2074	42	201840	
GCA_044027295.1_PDT002237872.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.894	151238	308.8328488372093	2135730	0.35	2064	33	338658	
GCA_044420285.1_PDT002221783.1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.89	139410	299.8323323323323	2016857	0.35	1998	28	562863	
GCA_044726005.1_PDT002211788.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	119297	300.0891472868217	2079294	0.35	2064	42	321404	
GCA_045204045.1_PDT002210638.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.893	202137	301.2318477716575	2018286	0.35	1997	23	650286	
GCA_045204825.1_PDT002210474.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	82964	300.8979990239141	2070866	0.35	2049	41	201582	
GCA_045273135.1_PDT002487244.1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.892	382510	302.926019124308	2020385	0.35	1987	20	628926	
GCA_045280845.1_PDT002486936.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	105666	294.7459207459207	2122276	0.35	2145	49	192838	
GCA_045284555.1_PDT002486775.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.894	103109	305.4953040039545	2071345	0.35	2023	51	230261	
GCA_045296245.1_PDT002486022.1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.893	166062	301.4762138303089	2062031	0.35	2039	30	290943	
GCA_045508625.1_PDT002494585.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.891	187724	306.73985431841834	1981265	0.35	1922	23	627259	
GCA_047382305.1_ASM4738230v1_genomic	99.99	0.09	Neural Network (Specific Model)	11	0.892	222297	302.27644353602454	1985545	0.35	1957	12	604518	
GCA_047389845.1_ASM4738984v1_genomic	100.0	0.06	Neural Network (Specific Model)	11	0.889	638146	306.51188016528926	1999207	0.35	1936	19	723484	
GCA_047392245.1_ASM4739224v1_genomic	100.0	0.06	Neural Network (Specific Model)	11	0.885	82663	297.4036173250833	2114267	0.35	2101	50	227748	
GCA_055805135.1_ASM5580513v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.891	103114	294.99637352674523	2186554	0.35	2206	61	229149	
GCF_000288555.1_ASM28855v1_genomic	99.99	0.12	Neural Network (Specific Model)	11	0.893	167899	302.04613841524576	2019991	0.35	1994	25	319325	
GCF_001151005.1_6753_5_19_genomic	100.0	0.05	Neural Network (Specific Model)	11	0.888	383894	306.1709090909091	1989315	0.35	1925	12	701429	
GCF_001162145.1_6630_7_1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.892	159276	306.75352822580646	2043618	0.35	1984	15	438461	
GCF_008693585.1_ASM869358v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.877	2210718	300.44129930394433	2210718	0.36	2155	1	2210718	
GCF_009496665.1_ASM949666v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.892	382458	302.81963927855713	2029795	0.35	1996	14	672805	
GCF_014875025.1_ASM1487502v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.891	201017	299.93602693602696	2096279	0.35	2079	33	520614	
GCF_021496965.1_ASM2149696v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.877	2056769	302.7336683417085	2056769	0.35	1990	1	2056769	
GCF_030078375.1_ASM3007837v1_genomic	100.0	0.03	Neural Network (Specific Model)	11	0.878	2009706	303.3542739443872	2009706	0.35	1942	1	2009706	
GCF_042686865.1_ASM4268686v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.891	186742	293.84927536231885	2045019	0.35	2070	113	256771	
GCF_043949485.1_ASM4394948v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.884	96000	296.24515503875966	2071560	0.35	2064	32	284191	
GCA_004353995.1_ASM435399v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.89	83249	293.04099099099096	2188850	0.36	2220	53	228673	
GCA_009771885.1_ASM977188v1_genomic	99.99	0.11	Neural Network (Specific Model)	11	0.891	286471	299.88899385923474	2133592	0.35	2117	27	619526	
GCA_029524745.1_ASM2952474v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.89	91887	298.33590208522213	2215318	0.35	2206	51	223104	
GCA_029525455.1_ASM2952545v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.893	103024	300.01766437684006	2051806	0.35	2038	30	258953	
GCA_029526955.1_ASM2952695v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.89	91887	301.67613089509143	2108983	0.35	2078	48	260592	
GCA_030078355.1_ASM3007835v1_genomic	100.0	0.03	Neural Network (Specific Model)	11	0.878	2013825	303.90684508492023	2013825	0.35	1943	1	2013825	
GCA_034339035.1_PDT001879392.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.896	263588	303.02313503305004	2144337	0.35	2118	19	580780	
GCA_034382095.1_PDT001861254.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	104961	300.93603515625	2069324	0.35	2048	51	321603	
GCA_034603975.1_PDT001797000.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	151038	301.70385192596297	2023546	0.35	1999	22	499482	
GCA_034628105.1_PDT001790167.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.899	20776	293.3544868616757	1970448	0.35	2017	178	76033	
GCA_034629905.1_PDT001790019.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.897	24190	291.88998519980265	1975932	0.35	2027	181	69717	
GCA_043949385.1_ASM4394938v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.888	131705	304.00050942435047	2012945	0.35	1963	27	412651	
GCA_044489045.1_PDT002220604.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.893	210187	303.5368052078117	2032131	0.35	1997	27	628029	
GCA_044492825.1_PDT002220456.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	177166	302.0631212723658	2041134	0.35	2012	25	572466	
GCA_044500025.1_PDT002220045.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	187339	302.3386454183267	2038178	0.35	2008	22	667626	
GCA_044718775.1_PDT002212052.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.894	129326	303.37244401168454	2088430	0.35	2054	28	384310	
GCA_044809505.1_PDT002217777.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	433599	297.14182344428366	2067898	0.35	2073	17	770999	
GCA_044821945.1_PDT002215511.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	187286	300.1808191808192	2016054	0.35	2002	23	650577	
GCA_044833865.1_PDT002215247.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	108759	297.019943019943	2099914	0.35	2106	70	290500	
GCA_044888725.1_PDT002212736.1_genomic	99.99	0.11	Neural Network (Specific Model)	11	0.892	232372	302.188790560472	2064082	0.35	2034	29	295474	
GCA_044958585.1_PDT002468011.1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.891	397578	303.9023653749371	2029550	0.35	1987	21	633959	
GCA_045270795.1_PDT002487356.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	144950	302.2933607822954	1970810	0.35	1943	22	650030	
GCA_047380125.1_ASM4738012v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.891	81729	296.9380053908356	2221918	0.35	2226	47	228813	
GCA_055702095.1_ASM5570209v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.891	79016	301.6479400749064	2165828	0.35	2136	52	155714	
GCA_920938985.1_GCA_PHEGBS0623_genomic	100.0	0.06	Neural Network (Specific Model)	11	0.891	146436	303.5461029037188	2003317	0.35	1963	19	610192	
GCF_001015845.1_ASM101584v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.893	189117	303.38535841382816	2001620	0.35	1967	18	522663	
GCF_037672565.1_ASM3767256v1_genomic	100.0	0.06	Neural Network (Specific Model)	11	0.897	397257	306.8957718780728	2084434	0.36	2034	18	652883	
GCF_042687335.1_ASM4268733v1_genomic	100.0	0.05	Neural Network (Specific Model)	11	0.889	115718	290.7900579150579	2030257	0.35	2072	134	280756	
GCF_053545515.1_ASM5354551v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.889	138497	296.0285575992256	2061280	0.35	2066	43	260725	
GCF_900074605.1_mad44_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.893	63824	296.6542577943229	2138456	0.35	2149	100	153410	
GCA_029524925.1_ASM2952492v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.892	87553	302.559043348281	2039157	0.35	2007	29	384164	
GCA_029529935.1_ASM2952993v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.893	132731	307.5125964010283	2005481	0.35	1945	29	642793	
GCA_042687125.1_ASM4268712v1_genomic	100.0	0.06	Neural Network (Specific Model)	11	0.889	184587	289.0993788819876	2038326	0.35	2093	151	661872	
GCA_042688335.1_ASM4268833v1_genomic	99.99	0.08	Neural Network (Specific Model)	11	0.89	266742	293.7264595103578	2097980	0.35	2124	88	442078	
GCA_043116565.1_PDT002224486.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.892	294285	302.1334939759036	2104973	0.35	2075	25	623981	
GCA_043124745.1_PDT002225889.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.893	147023	303.09408866995074	2063893	0.35	2030	26	604668	
GCA_044120125.1_PDT002223870.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	177260	306.7703896103896	1981180	0.35	1925	25	468623	
GCA_044424165.1_PDT002220930.1_genomic	100.0	0.06	Neural Network (Specific Model)	11	0.894	149418	301.1347588264545	2029564	0.35	2011	26	576320	
GCA_044724665.1_PDT002211896.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	125149	297.24090038314176	2084616	0.35	2088	51	280136	
GCA_044778445.1_PDT002217806.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.891	122497	301.9800498753117	2035913	0.35	2005	29	464863	
GCA_044789755.1_PDT002217166.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.891	312249	302.48973460190285	2029519	0.35	1997	21	628710	
GCA_044819325.1_PDT002215633.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.895	204227	302.99799398194585	2022119	0.35	1994	30	423606	
GCA_047392125.1_ASM4739212v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.886	78938	299.5816326530612	2084814	0.35	2058	49	229151	
GCA_047689905.1_ASM4768990v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.892	268012	305.84054325955736	2042204	0.35	1988	24	457581	
GCA_900074235.1_VSA76_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.893	80707	295.8343949044586	2181017	0.36	2198	99	256502	
GCA_920937755.1_GCA_PHEGBS0117_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.891	124174	307.1653746770026	1997554	0.35	1935	30	280548	
GCA_920938385.1_GCA_PHEGBS0288_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.889	111616	300.46835443037975	2159984	0.35	2133	34	285123	
GCA_920939035.1_GCA_PHEGBS0577_genomic	100.0	0.04	Neural Network (Specific Model)	11	0.889	113105	300.5246363209761	2157459	0.35	2131	35	205589	
GCA_949789875.1_23495_7_287_h_nanopore_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.881	2328908	298.4700260642919	2334948	0.36	2302	3	2328908	
GCF_001016575.1_ASM101657v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.891	106424	299.8716528162511	2184097	0.35	2166	35	290674	
GCF_001088105.1_6630_8_2_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.892	383944	308.609819121447	2005408	0.35	1935	14	722342	
GCF_001166505.1_6630_6_22_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.889	127030	300.7110778443114	2030982	0.35	2004	31	260565	
GCF_013325855.1_ASM1332585v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.889	179804	295.984934086629	2118254	0.36	2124	63	341759	
GCF_026784155.1_ASM2678415v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.891	102157	298.196905766526	2138373	0.35	2133	42	260062	
GCF_027862065.1_ASM2786206v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.887	102346	299.65977895242673	2105084	0.35	2081	37	279778	
GCF_030078315.1_ASM3007831v1_genomic	100.0	0.03	Neural Network (Specific Model)	11	0.878	2013841	303.90684508492023	2013841	0.35	1943	1	2013841	
GCF_047689975.1_ASM4768997v1_genomic	99.99	0.12	Neural Network (Specific Model)	11	0.892	263624	301.20228628230615	2034888	0.35	2012	21	610810	
GCF_055564215.1_ASM5556421v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	149002	304.0405904059041	1934682	0.35	1897	27	384245	
GCF_900074465.1_mad12_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.893	64700	297.3893557422969	2137124	0.36	2142	96	223876	
GCA_000311245.1_ASM31124v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.879	98465	295.1485335856197	2125962	0.35	2114	46	261809	
GCA_009934375.1_ASM993437v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.884	219817	303.9744114636643	2012161	0.35	1954	30	569540	
GCA_025938415.1_ASM2593841v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.891	187675	302.26673326673324	2033496	0.35	2002	18	384083	
GCA_027862365.1_ASM2786236v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.891	1700008	301.1201157742402	2097616	0.35	2073	8	1700008	
GCA_027863275.1_ASM2786327v1_genomic	100.0	0.05	Neural Network (Specific Model)	11	0.891	477239	302.7651741293532	2046162	0.35	2010	22	584121	
GCA_029524325.1_ASM2952432v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.889	92029	302.0413022351798	2093277	0.35	2058	41	240254	
GCA_034451105.1_PDT001812594.1_genomic	100.0	0.06	Neural Network (Specific Model)	11	0.892	149402	297.1505736137667	2086321	0.35	2092	35	347475	
GCA_034451665.1_PDT001812565.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.89	312210	304.86625194401245	1978378	0.35	1929	20	630195	
GCA_034583595.1_PDT001798265.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	109579	295.98868991517435	2109120	0.35	2122	49	264265	
GCA_034644635.1_PDT001551549.1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.891	102400	293.95893027698185	2068297	0.35	2094	60	196263	
GCA_042686985.1_ASM4268698v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.887	165102	288.9279321714555	2071572	0.35	2123	164	256727	
GCA_043109305.1_PDT002224036.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.892	385026	302.0375679683638	2051556	0.35	2023	25	654806	
GCA_044500635.1_PDT002220024.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.891	119396	299.78916827853	2083719	0.35	2068	39	322299	
GCA_044804655.1_PDT002216902.1_genomic	99.99	0.08	Neural Network (Specific Model)	11	0.892	196154	302.1602434077079	2000963	0.35	1972	23	590769	
GCA_044821245.1_PDT002215539.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.892	103108	300.23417721518985	2071006	0.35	2054	41	264302	
GCA_044849965.1_PDT002214336.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	264455	305.14580113343635	1990006	0.35	1941	26	628206	
GCA_044861165.1_PDT002213914.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	167458	300.1096901131333	2047444	0.35	2033	28	499172	
GCA_045511585.1_PDT002486055.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	189244	306.1470743278861	1947963	0.35	1897	22	441465	
GCA_047392565.1_ASM4739256v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.887	109324	299.4778092540132	2141362	0.35	2118	47	228540	
GCA_053546035.1_ASM5354603v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.889	126669	298.65236686390534	2039407	0.35	2028	45	280925	
GCF_001152205.1_6630_7_5_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.89	82291	296.6538994000923	2163298	0.35	2167	68	175901	
GCF_012593885.1_ASM1259388v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.878	2032743	303.3932755985736	2032743	0.35	1963	1	2032743	
GCF_016454945.1_ASM1645494v1_genomic	95.48	0.1	Neural Network (Specific Model)	11	0.822	2065471	303.44111349036405	2065471	0.35	1868	1	2065471	
GCF_017897885.1_ASM1789788v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.893	91713	303.99303482587067	2049478	0.35	2010	41	259852	
GCF_019794035.1_ASM1979403v1_genomic	100.0	0.05	Neural Network (Specific Model)	11	0.895	723830	305.6237138657521	2087467	0.35	2041	11	840573	
GCF_027862365.1_ASM2786236v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.891	1700008	301.1201157742402	2097616	0.35	2073	8	1700008	
GCF_027862975.1_ASM2786297v1_genomic	100.0	0.05	Neural Network (Specific Model)	11	0.891	477275	302.8566450970632	2045494	0.35	2009	22	584121	
GCF_043948855.1_ASM4394885v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.89	1115861	301.5891472868217	2093642	0.35	2064	9	1115861	
GCA_000290015.1_ASM29001v1_genomic	100.0	0.04	Neural Network (Specific Model)	11	0.891	221365	300.8757225433526	2098717	0.35	2076	24	534986	
GCA_001103585.1_6630_5_23_genomic	100.0	0.06	Neural Network (Specific Model)	11	0.89	125096	295.406476558724	2057173	0.35	2069	28	450044	
GCA_001221525.1_6630_8_21_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.89	120320	300.93690702087287	2133687	0.35	2108	34	418596	
GCA_001398695.1_Child6-2_genomic	99.99	0.09	Neural Network (Specific Model)	11	0.893	74262	298.578431372549	2043176	0.35	2040	64	260651	
GCA_029527965.1_ASM2952796v1_genomic	100.0	0.06	Neural Network (Specific Model)	11	0.892	126564	302.40788840788844	2111536	0.35	2079	40	223105	
GCA_029529395.1_ASM2952939v1_genomic	99.99	0.08	Neural Network (Specific Model)	11	0.893	132731	299.8358647721705	2051694	0.35	2041	31	267195	
GCA_037078995.1_ASM3707899v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.888	88449	295.4463087248322	2077940	0.35	2086	40	201743	
GCA_043125585.1_PDT002226438.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.894	215983	302.7077464788732	2015727	0.35	1988	20	604224	
GCA_043130295.1_PDT002226481.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	179602	305.66649323621226	1971324	0.35	1922	23	538081	
GCA_044092795.1_PDT002224226.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.892	187346	304.69120654396727	2002234	0.35	1956	26	627443	
GCA_044548775.1_PDT002219009.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.894	149305	300.8746976294146	2083283	0.35	2067	30	341932	
GCA_044806085.1_PDT002217535.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.891	159182	305.50077519379846	1986411	0.35	1935	27	468954	
GCA_044856265.1_PDT002214117.1_genomic	100.0	0.04	Neural Network (Specific Model)	11	0.893	535415	309.47616658304065	2069192	0.35	1993	18	553062	
GCA_044884385.1_PDT002213091.1_genomic	99.99	0.12	Neural Network (Specific Model)	11	0.892	187341	301.4548611111111	2040694	0.35	2016	28	667098	
GCA_045205325.1_PDT002210333.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	149303	301.40108267716533	2055279	0.35	2032	26	500549	
GCA_045269735.1_PDT002487404.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	179561	302.2328358208955	2038778	0.35	2010	26	627323	
GCA_055701725.1_ASM5570172v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.89	147215	303.9980478282089	2095412	0.36	2049	33	538476	
GCA_900074065.1_VSA26_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.891	32117	294.7346014492754	2186195	0.35	2208	165	118375	
GCA_920939045.1_GCA_PHEGBS0503_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.891	83817	299.77147016011645	2075692	0.35	2061	55	181045	
GCF_009934515.1_ASM993451v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.879	104965	302.2048426150121	2126166	0.35	2065	40	263322	
GCF_042687525.1_ASM4268752v1_genomic	99.99	0.06	Neural Network (Specific Model)	11	0.888	278980	294.84247258225327	1995142	0.35	2006	125	420647	
