Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
GCA_044875375.1_PDT002213690.1_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.893	251475	300.2335124572545	2061420	0.35	2047	27	451891	None
GCA_044884385.1_PDT002213091.1_genomic	99.99	0.12	Neural Network (Specific Model)	11	0.892	187341	301.4548611111111	2040694	0.35	2016	28	667098	None
GCA_044887645.1_PDT002212809.1_genomic	100.0	0.34	Neural Network (Specific Model)	11	0.893	99499	295.94364976159517	2289478	0.35	2307	41	370398	None
GCA_044891325.1_PDT002212573.1_genomic	100.0	0.21	Neural Network (Specific Model)	11	0.889	144356	298.65968586387436	2112967	0.35	2101	40	240188	None
GCA_045203985.1_PDT002210643.1_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.893	320798	301.096163428002	2026755	0.35	2007	22	650471	None
GCA_045204745.1_PDT002210478.1_genomic	100.0	6.19	Neural Network (Specific Model)	11	0.893	218169	306.6843109203624	2156267	0.35	2097	28	368884	None
GCA_045205325.1_PDT002210333.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	149303	301.40108267716533	2055279	0.35	2032	26	500549	None
GCA_045265445.1_PDT002487605.1_genomic	100.0	0.36	Neural Network (Specific Model)	11	0.892	263839	301.0498765432099	2045843	0.35	2025	24	657490	None
GCA_045268205.1_PDT002487470.1_genomic	100.0	0.23	Neural Network (Specific Model)	11	0.893	125333	302.290537084399	1983224	0.35	1955	38	280446	None
GCA_045269405.1_PDT002487414.1_genomic	100.0	0.47	Neural Network (Specific Model)	11	0.892	188173	298.5209923664122	2099999	0.35	2096	29	533623	None
GCA_045269545.1_PDT002487411.1_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.892	382219	301.6841584158416	2046134	0.35	2020	19	667184	None
GCA_045269735.1_PDT002487404.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	179561	302.2328358208955	2038778	0.35	2010	26	627323	None
GCA_045273395.1_PDT002487232.1_genomic	100.0	0.18	Neural Network (Specific Model)	11	0.891	103109	299.8389990557129	2134072	0.35	2118	48	322000	None
GCA_045275805.1_PDT002487115.1_genomic	100.0	0.33	Neural Network (Specific Model)	11	0.892	134487	303.52027027027026	2111758	0.35	2072	26	376761	None
GCA_045286645.1_PDT002486575.1_genomic	100.0	0.39	Neural Network (Specific Model)	11	0.894	150308	303.50183823529414	2213375	0.35	2176	26	425629	None
GCA_045289495.1_PDT002486400.1_genomic	100.0	0.26	Neural Network (Specific Model)	11	0.892	210027	300.30388862217956	2100537	0.35	2083	27	366649	None
GCA_045290485.1_PDT002486361.1_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.892	119672	300.0748299319728	2073517	0.35	2058	41	286928	None
GCA_045292295.1_PDT002486275.1_genomic	100.0	0.19	Neural Network (Specific Model)	11	0.892	127785	300.22905569007264	2080525	0.35	2065	39	260160	None
GCA_045293675.1_PDT002486182.1_genomic	100.0	0.34	Neural Network (Specific Model)	11	0.891	184824	300.8063882063882	2057714	0.35	2035	26	675500	None
GCA_045293715.1_PDT002486177.1_genomic	100.0	0.17	Neural Network (Specific Model)	11	0.889	76698	300.2618466047875	2070074	0.35	2047	59	229128	None
GCA_045295665.1_PDT002486064.1_genomic	100.0	0.31	Neural Network (Specific Model)	11	0.893	161332	302.8231064237776	2118532	0.35	2086	25	377096	None
GCA_045296305.1_PDT002486016.1_genomic	100.0	0.37	Neural Network (Specific Model)	11	0.892	206643	303.6704211557297	2082340	0.35	2042	20	577934	None
GCA_045300275.1_PDT002485789.1_genomic	100.0	0.59	Neural Network (Specific Model)	11	0.894	140618	297.97868561278864	2249156	0.35	2252	27	398179	None
GCA_045301455.1_PDT002485708.1_genomic	100.0	0.22	Neural Network (Specific Model)	11	0.893	122091	300.52993567540824	2037512	0.35	2021	38	218605	None
GCA_045341755.1_PDT002494780.1_genomic	100.0	0.45	Neural Network (Specific Model)	11	0.893	200039	299.552583862194	2215893	0.35	2206	25	423301	None
GCA_045347745.1_PDT002494293.1_genomic	100.0	0.27	Neural Network (Specific Model)	11	0.889	177550	301.26617283950617	2055681	0.35	2025	25	524868	None
GCA_045495495.1_PDT002494739.1_genomic	100.0	0.19	Neural Network (Specific Model)	11	0.891	126002	301.52371239163693	1987998	0.35	1961	35	260390	None
GCA_045509425.1_PDT002494279.1_genomic	100.0	0.44	Neural Network (Specific Model)	11	0.892	130105	299.7143503847895	2223732	0.35	2209	29	325989	None
GCA_045511245.1_PDT002486239.1_genomic	100.0	0.15	Neural Network (Specific Model)	11	0.894	175961	302.02494908350303	1987848	0.35	1964	21	550665	None
GCA_045781315.1_PDT002486500.1_genomic	100.0	0.44	Neural Network (Specific Model)	11	0.891	155368	297.4757326007326	2184903	0.35	2184	31	322142	None
GCA_045784175.1_PDT002215460.1_genomic	100.0	0.41	Neural Network (Specific Model)	11	0.893	123475	301.74812734082394	2162045	0.35	2136	31	300077	None
GCA_047373155.1_PDT002605163.1_genomic	100.0	1.59	Neural Network (Specific Model)	11	0.891	125115	301.3402912621359	2087080	0.35	2060	37	280456	None
GCA_047380605.1_ASM4738060v1_genomic	99.99	0.14	Neural Network (Specific Model)	11	0.89	188241	293.1548387096774	2141463	0.35	2170	29	338307	None
GCA_047381485.1_ASM4738148v1_genomic	100.0	0.22	Neural Network (Specific Model)	11	0.889	95081	302.20878623188406	2247284	0.36	2208	34	223615	None
GCA_047385385.1_ASM4738538v1_genomic	100.0	0.2	Neural Network (Specific Model)	11	0.889	91489	295.2477104230266	2279558	0.36	2293	33	276610	None
GCA_047388095.1_ASM4738809v1_genomic	100.0	0.39	Neural Network (Specific Model)	11	0.891	55304	295.65755153554903	2359931	0.36	2377	67	124111	None
GCA_047392985.1_ASM4739298v1_genomic	100.0	0.52	Neural Network (Specific Model)	11	0.892	153991	295.5	2176263	0.35	2194	25	371291	None
GCA_049947285.1_PDT002734390.1_genomic	100.0	0.29	Neural Network (Specific Model)	11	0.892	102097	300.3123836126629	2165767	0.35	2148	43	260021	None
GCA_050390805.1_PDT002768798.1_genomic	100.0	0.58	Neural Network (Specific Model)	11	0.893	64389	304.5568862275449	2046547	0.35	2004	59	200570	None
GCA_050392725.1_PDT002768825.1_genomic	100.0	0.2	Neural Network (Specific Model)	11	0.895	55303	300.04383039542637	2106646	0.35	2099	92	98010	None
GCA_050394005.1_PDT002768916.1_genomic	100.0	1.4	Neural Network (Specific Model)	11	0.892	52083	296.06597510373444	2395737	0.35	2410	108	240124	None
GCA_050396185.1_PDT002768820.1_genomic	100.0	0.16	Neural Network (Specific Model)	11	0.893	37625	299.4674441205053	2067368	0.35	2058	97	115766	None
GCA_051546175.1_ASM5154617v1_genomic	100.0	0.31	Neural Network (Specific Model)	11	0.878	2088996	304.4965174129353	2088996	0.36	2010	1	2088996	None
GCA_051818585.1_PDT002869112.1_genomic	100.0	0.19	Neural Network (Specific Model)	11	0.894	89172	297.3171552138395	2073512	0.35	2081	60	166073	None
GCA_051950945.1_ASM5195094v1_genomic	100.0	0.55	Neural Network (Specific Model)	11	0.888	206059	298.957235206365	2027545	0.35	2011	60	369147	None
GCA_052478365.1_PDT002909611.1_genomic	100.0	3.3	Neural Network (Specific Model)	11	0.893	179550	301.5493917274939	2079270	0.35	2055	27	649904	None
GCA_052520485.1_PDT002912048.1_genomic	100.0	2.29	Neural Network (Specific Model)	11	0.892	212954	304.17039244908096	2056623	0.35	2013	31	368886	None
GCA_052522005.1_PDT002911929.1_genomic	100.0	5.26	Neural Network (Specific Model)	11	0.891	94194	294.7451343836886	2138265	0.35	2158	43	260369	None
GCA_052522165.1_PDT002911916.1_genomic	100.0	1.12	Neural Network (Specific Model)	11	0.892	158321	305.4383897889052	2090218	0.35	2037	27	360054	None
GCA_052522785.1_PDT002911878.1_genomic	100.0	0.75	Neural Network (Specific Model)	11	0.891	218285	300.3704414587332	2104944	0.35	2084	27	359939	None
GCA_052524705.1_PDT002911771.1_genomic	100.0	2.76	Neural Network (Specific Model)	11	0.894	36180	288.1564748201439	2147152	0.35	2224	109	96681	None
GCA_053823155.1_PDT003010028.1_genomic	100.0	2.59	Neural Network (Specific Model)	11	0.895	69960	305.8976868327402	2301237	0.35	2248	69	149241	None
GCA_053823255.1_PDT003010023.1_genomic	100.0	2.18	Neural Network (Specific Model)	11	0.892	118006	296.903693314633	2133362	0.35	2139	41	548506	None
GCA_054847965.1_ASM5484796v1_genomic	100.0	0.48	Neural Network (Specific Model)	11	0.877	2223168	301.49305555555554	2223168	0.36	2160	1	2223168	None
GCA_055701725.1_ASM5570172v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.89	147215	303.9980478282089	2095412	0.36	2049	33	538476	None
GCA_900073295.1_SA4_genomic	100.0	0.15	Neural Network (Specific Model)	11	0.888	42260	293.3948220064725	2139941	0.35	2163	146	114820	None
GCA_900073715.1_SA87_genomic	100.0	0.18	Neural Network (Specific Model)	11	0.887	42259	293.1522237505731	2159127	0.36	2181	182	114956	None
GCA_900074065.1_VSA26_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.891	32117	294.7346014492754	2186195	0.35	2208	165	118375	None
GCA_920938715.1_GCA_PHEGBS0555_genomic	100.0	0.14	Neural Network (Specific Model)	11	0.888	114835	301.9016475287069	2039895	0.35	2003	33	369057	None
GCA_920939045.1_GCA_PHEGBS0503_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.891	83817	299.77147016011645	2075692	0.35	2061	55	181045	None
GCF_000288495.1_ASM28849v1_genomic	100.0	0.37	Neural Network (Specific Model)	11	0.893	122637	302.2652559055118	2060223	0.35	2032	24	322081	None
GCF_000288675.1_ASM28867v1_genomic	100.0	0.75	Neural Network (Specific Model)	11	0.885	84142	298.3155699721965	2178038	0.35	2158	52	167549	None
GCF_001880585.1_ASM188058v1_genomic	100.0	0.16	Neural Network (Specific Model)	11	0.891	95661	300.74574669187143	2139973	0.35	2116	54	260460	None
GCF_009934175.1_ASM993417v1_genomic	100.0	0.24	Neural Network (Specific Model)	11	0.875	163367	298.3641279855791	2267160	0.36	2219	30	410040	None
GCF_009934515.1_ASM993451v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.879	104965	302.2048426150121	2126166	0.35	2065	40	263322	None
GCF_020297245.1_ASM2029724v1_genomic	100.0	0.26	Neural Network (Specific Model)	11	0.888	124954	299.9231905465288	2054367	0.35	2031	28	640905	None
GCF_020786455.1_ASM2078645v1_genomic	100.0	0.2	Neural Network (Specific Model)	11	0.888	78368	299.2507163323782	2113669	0.35	2094	58	227764	None
GCF_023507635.1_ASM2350763v1_genomic	100.0	0.17	Neural Network (Specific Model)	11	0.886	79229	297.5632558139535	2162412	0.36	2150	64	171092	None
GCF_035818865.1_ASM3581886v1_genomic	100.0	0.27	Neural Network (Specific Model)	11	0.885	84627	294.4787935909519	2113797	0.36	2122	172	273797	None
GCF_037242635.1_SagR272_TC_genomic	100.0	0.94	Neural Network (Specific Model)	11	0.877	2126101	301.6778100775194	2126101	0.35	2064	1	2126101	None
GCF_042687525.1_ASM4268752v1_genomic	99.99	0.06	Neural Network (Specific Model)	11	0.888	278980	294.84247258225327	1995142	0.35	2006	125	420647	None
GCF_052146135.1_ASM5214613v1_genomic	100.0	0.14	Neural Network (Specific Model)	11	0.894	40634	299.2145262145262	2083512	0.35	2079	98	157918	None
GCF_053546095.1_ASM5354609v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.888	116106	300.30091649694504	1988890	0.35	1964	42	253741	None
GCF_900073755.1_SA96_genomic	100.0	0.14	Neural Network (Specific Model)	11	0.89	46349	294.26547455295736	2159765	0.36	2181	150	138721	None
GCF_900073825.1_VSA100_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.892	39874	294.09052132701424	2084144	0.35	2110	142	108907	None
GCF_900073855.1_VSA104_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	43591	292.5781683626272	2123271	0.35	2162	142	108905	None
GCA_001106525.1_6630_7_10_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.889	124638	299.33509870004815	2093402	0.35	2077	28	334311	None
GCA_001694645.1_ASM169464v1_genomic	100.0	0.06	Neural Network (Specific Model)	11	0.89	170686	303.6167754897037	2034611	0.35	1991	29	402622	None
GCA_001856445.1_ASM185644v1_genomic	100.0	0.23	Neural Network (Specific Model)	11	0.889	270017	300.8371062992126	2060782	0.35	2032	38	507617	None
GCA_002214425.1_ASM221442v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.884	2121372	305.9877870053737	2121372	0.36	2047	1	2121372	None
GCA_002881215.1_ASM288121v1_genomic	99.97	0.2	Neural Network (Specific Model)	11	0.873	1841943	287.4060995184591	1841943	0.35	1869	1	1841943	None
GCA_008710675.1_ASM871067v1_genomic	100.0	0.48	Neural Network (Specific Model)	11	0.889	257259	301.9669742593492	2094974	0.35	2059	25	369143	None
GCA_020786755.1_ASM2078675v1_genomic	100.0	0.28	Neural Network (Specific Model)	11	0.892	95403	302.0309512972235	2228292	0.35	2197	58	290646	None
GCA_020984405.1_ASM2098440v1_genomic	100.0	1.78	Neural Network (Specific Model)	11	0.886	64919	295.28817504655495	2143026	0.36	2148	96	111134	None
GCA_027861605.1_ASM2786160v1_genomic	100.0	0.33	Neural Network (Specific Model)	11	0.888	213443	302.9410905550146	2099264	0.35	2054	32	369128	None
GCA_029525175.1_ASM2952517v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.894	220371	304.2706766917293	1898379	0.35	1862	21	264930	None
GCA_029528815.1_ASM2952881v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.89	89583	304.6152663934426	2000375	0.35	1952	46	223178	None
GCA_030228145.1_ASM3022814v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.895	107172	299.9411177644711	2012440	0.35	2004	32	354816	None
GCA_033798825.1_ASM3379882v1_genomic	94.37	5.11	Neural Network (Specific Model)	11	0.86	2162219	245.41197321780228	2162219	0.35	2539	1	2162219	None
GCA_034336805.1_PDT001905558.1_genomic	100.0	3.91	Neural Network (Specific Model)	11	0.891	98515	301.2126546146527	2128390	0.35	2102	48	260452	None
GCA_034341125.1_PDT001879291.1_genomic	100.0	0.34	Neural Network (Specific Model)	11	0.891	243416	295.4942196531792	2061543	0.35	2076	42	472146	None
GCA_034342565.1_PDT001879220.1_genomic	100.0	0.34	Neural Network (Specific Model)	11	0.891	243416	295.7103614457831	2061966	0.35	2075	39	472146	None
GCA_034345485.1_PDT001878991.1_genomic	100.0	0.15	Neural Network (Specific Model)	11	0.893	154497	299.3985576923077	2088937	0.35	2080	30	429791	None
GCA_034347045.1_PDT001878915.1_genomic	100.0	0.31	Neural Network (Specific Model)	11	0.893	74595	304.38654292343386	2199609	0.35	2155	58	152389	None
GCA_034353005.1_PDT001878640.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.892	142887	299.3442064264849	2064102	0.35	2054	33	429382	None
GCA_034379475.1_PDT001861381.1_genomic	100.0	4.23	Neural Network (Specific Model)	11	0.887	85634	289.86843286933095	2179158	0.35	2227	162	227740	None
GCA_034380535.1_PDT001861331.1_genomic	100.0	6.24	Neural Network (Specific Model)	11	0.89	106453	297.1813873330461	2320830	0.35	2321	33	494282	None
GCA_034383335.1_PDT001861189.1_genomic	100.0	0.21	Neural Network (Specific Model)	11	0.891	100547	297.9972652689152	2196644	0.35	2194	67	280107	None
GCA_034385075.1_PDT001859621.1_genomic	100.0	0.34	Neural Network (Specific Model)	11	0.891	155573	303.015873015873	2054082	0.35	2016	22	525520	None
GCA_034413795.1_PDT001839577.1_genomic	100.0	0.37	Neural Network (Specific Model)	11	0.894	89162	304.9631657541065	2053251	0.35	2009	57	159713	None
GCA_034448155.1_PDT001812724.1_genomic	100.0	0.35	Neural Network (Specific Model)	11	0.891	524250	302.77274963108704	2070194	0.35	2033	21	598934	None
GCA_034448295.1_PDT001812716.1_genomic	100.0	12.61	Neural Network (Specific Model)	11	0.893	264144	309.13846838824577	2329381	0.35	2246	26	359897	None
GCA_034448315.1_PDT001812717.1_genomic	100.0	0.22	Neural Network (Specific Model)	11	0.89	92021	302.9812695109261	1958551	0.35	1922	35	260792	None
GCA_034451165.1_PDT001812590.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	152339	301.26839826839824	2103436	0.35	2079	45	386115	None
GCA_034451465.1_PDT001812576.1_genomic	100.0	3.27	Neural Network (Specific Model)	11	0.892	220596	302.832027424094	2076181	0.35	2042	24	604637	None
GCA_034453585.1_PDT001812467.1_genomic	100.0	13.72	Neural Network (Specific Model)	11	0.892	238789	306.9698767685988	2258285	0.35	2191	24	359935	None
GCA_034454745.1_PDT001812417.1_genomic	100.0	10.68	Neural Network (Specific Model)	11	0.892	167976	300.71339005821767	2255519	0.35	2233	29	326127	None
GCA_034458085.1_PDT001812265.2_genomic	100.0	4.54	Neural Network (Specific Model)	11	0.892	147731	301.312764955252	2147820	0.35	2123	39	412136	None
GCA_034459205.1_PDT001812204.1_genomic	100.0	0.19	Neural Network (Specific Model)	11	0.891	126002	300.4551863041289	2005697	0.35	1986	36	261184	None
GCA_034467425.1_PDT001811961.1_genomic	100.0	7.97	Neural Network (Specific Model)	11	0.891	253533	304.17977528089887	2093491	0.35	2047	23	605188	None
GCA_034469725.1_PDT001811855.1_genomic	100.0	3.49	Neural Network (Specific Model)	11	0.892	157377	302.50219833903276	2078103	0.35	2047	26	484153	None
GCA_034470105.1_PDT001811838.1_genomic	100.0	2.57	Neural Network (Specific Model)	11	0.892	103110	303.06293706293707	2183181	0.35	2145	42	288230	None
GCA_034499355.1_PDT001800123.1_genomic	99.99	0.14	Neural Network (Specific Model)	11	0.893	286719	303.433417721519	2008852	0.35	1975	23	610644	None
GCA_034502075.1_PDT001799936.1_genomic	100.0	14.23	Neural Network (Specific Model)	11	0.892	320891	303.794917521177	2286950	0.35	2243	19	674552	None
GCA_034505135.1_PDT001799596.1_genomic	100.0	9.16	Neural Network (Specific Model)	11	0.894	264163	303.7008991954567	2149882	0.35	2113	17	684798	None
GCA_034511855.1_PDT001801083.1_genomic	100.0	4.01	Neural Network (Specific Model)	11	0.894	220498	305.82874475035	2195644	0.35	2143	24	653662	None
GCA_034516825.1_PDT001800176.1_genomic	100.0	0.36	Neural Network (Specific Model)	11	0.89	183283	303.17745098039217	2080613	0.35	2040	24	377494	None
GCA_034519695.1_PDT001861166.1_genomic	100.0	0.86	Neural Network (Specific Model)	11	0.888	122620	297.6923076923077	2140461	0.35	2132	31	401915	None
GCA_034523795.1_PDT001799336.1_genomic	100.0	0.21	Neural Network (Specific Model)	11	0.892	112283	297.3506433823529	2172104	0.35	2176	43	516663	None
GCA_034581035.1_PDT001798500.1_genomic	100.0	0.59	Neural Network (Specific Model)	11	0.892	159138	303.8074074074074	2066039	0.35	2025	46	260354	None
GCA_034582595.1_PDT001798357.1_genomic	100.0	0.33	Neural Network (Specific Model)	11	0.891	200487	304.25734939759036	2122627	0.35	2075	19	650881	None
GCA_034585415.1_PDT001798083.1_genomic	100.0	0.43	Neural Network (Specific Model)	11	0.893	224423	298.68574023614894	2206643	0.35	2202	26	368886	None
GCA_034588275.1_PDT001797818.1_genomic	100.0	0.44	Neural Network (Specific Model)	11	0.893	376499	299.9927272727273	2213784	0.35	2200	24	409187	None
GCA_034589955.1_PDT001797732.1_genomic	100.0	4.6	Neural Network (Specific Model)	11	0.893	302309	301.27468413664013	2159576	0.35	2137	18	674997	None
GCA_034590595.1_PDT001797699.1_genomic	100.0	0.65	Neural Network (Specific Model)	11	0.892	41774	301.9558531746032	2043016	0.35	2016	87	121500	None
GCA_034593075.1_PDT001797575.1_genomic	100.0	0.46	Neural Network (Specific Model)	11	0.891	78919	301.23754233188197	2091949	0.35	2067	49	265957	None
GCA_034594075.1_PDT001797523.1_genomic	100.0	0.42	Neural Network (Specific Model)	11	0.892	182875	305.0097513408094	2101005	0.35	2051	20	571199	None
GCA_034597955.1_PDT001797323.1_genomic	100.0	0.16	Neural Network (Specific Model)	11	0.892	119470	301.55244079265344	2096014	0.35	2069	38	518879	None
GCA_034598935.1_PDT001797273.1_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.891	103110	301.03534096565454	2033803	0.35	2009	36	173810	None
GCA_034602395.1_PDT001797085.1_genomic	100.0	0.4	Neural Network (Specific Model)	11	0.893	178845	298.02599179206567	2192305	0.35	2193	33	401007	None
GCA_034603715.1_PDT001797013.1_genomic	100.0	0.46	Neural Network (Specific Model)	11	0.891	183320	302.66586998087956	2127517	0.35	2092	20	598744	None
GCA_034607975.1_PDT001796789.1_genomic	100.0	1.63	Neural Network (Specific Model)	11	0.891	103110	298.8704970360237	2202138	0.35	2193	47	233600	None
GCA_034608435.1_PDT001796763.1_genomic	100.0	0.46	Neural Network (Specific Model)	11	0.893	96023	296.93218806509947	2203868	0.35	2212	44	375980	None
GCA_034609475.1_PDT001796719.1_genomic	100.0	1.91	Neural Network (Specific Model)	11	0.89	120445	299.03846153846155	2144438	0.35	2132	36	196427	None
GCA_034610855.1_PDT001796649.1_genomic	100.0	4.01	Neural Network (Specific Model)	11	0.894	44207	304.0369077306733	2042797	0.35	2005	81	122319	None
GCA_034618155.1_PDT001796249.1_genomic	100.0	5.63	Neural Network (Specific Model)	11	0.894	59318	302.4644230769231	2106644	0.35	2080	73	113614	None
GCA_034620505.1_PDT001796116.1_genomic	100.0	4.08	Neural Network (Specific Model)	11	0.892	234074	308.29698149951315	2126823	0.35	2054	21	668390	None
GCA_034623025.1_PDT001795987.1_genomic	100.0	0.53	Neural Network (Specific Model)	11	0.889	175838	299.7059364933272	2195188	0.35	2173	26	370757	None
GCA_034623565.1_PDT001795955.1_genomic	100.0	0.2	Neural Network (Specific Model)	11	0.891	124134	297.6881970260223	2152651	0.35	2152	36	315529	None
GCA_034624025.1_PDT001795931.1_genomic	100.0	0.38	Neural Network (Specific Model)	11	0.892	258484	304.38643067846607	2078972	0.35	2034	21	532627	None
GCA_034626465.1_PDT001794194.1_genomic	100.0	0.26	Neural Network (Specific Model)	11	0.891	157825	301.22008862629247	2056158	0.35	2031	30	299688	None
GCA_034627085.1_PDT001793393.1_genomic	100.0	0.17	Neural Network (Specific Model)	11	0.895	184861	305.1294176207068	2052177	0.35	2009	44	494946	None
GCA_034628605.1_PDT001790135.1_genomic	99.99	0.46	Neural Network (Specific Model)	11	0.899	17970	290.86557059961314	2003729	0.35	2068	246	76070	None
GCA_034631525.1_PDT001789890.1_genomic	100.0	0.28	Neural Network (Specific Model)	11	0.894	46616	298.35379241516966	2002710	0.35	2004	89	155617	None
GCA_034632435.1_PDT001789817.1_genomic	100.0	0.17	Neural Network (Specific Model)	11	0.895	34945	295.7383495145631	2039062	0.35	2060	101	132322	None
GCA_034635995.1_PDT001738834.1_genomic	100.0	0.28	Neural Network (Specific Model)	11	0.892	97939	301.0787037037037	2182359	0.35	2160	47	222930	None
GCA_034638605.1_PDT001738677.1_genomic	100.0	0.45	Neural Network (Specific Model)	11	0.892	153563	299.3418573351279	2239658	0.35	2229	36	448559	None
GCA_034642915.1_PDT001799154.1_genomic	100.0	0.14	Neural Network (Specific Model)	11	0.889	87546	294.74209803023365	2166697	0.35	2183	54	196361	None
GCA_034645035.1_PDT001493421.1_genomic	100.0	0.38	Neural Network (Specific Model)	11	0.891	106613	299.9761336515513	2113637	0.35	2095	40	283498	None
GCA_034645235.1_PDT001205641.1_genomic	100.0	0.2	Neural Network (Specific Model)	11	0.895	171091	297.5755232029117	2187742	0.36	2198	28	421667	None
GCA_041366615.1_ASM4136661v1_genomic	99.99	0.22	Neural Network (Specific Model)	11	0.887	492261	311.9796437659033	2070310	0.35	1965	21	591823	None
GCA_042686845.1_ASM4268684v1_genomic	99.99	0.09	Neural Network (Specific Model)	11	0.892	165096	298.8952802359882	2041625	0.35	2034	49	475412	None
GCA_042688355.1_ASM4268835v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.889	194440	290.3562152133581	2107490	0.35	2156	149	463834	None
GCA_042834565.1_PDT002087811.1_genomic	100.0	0.88	Neural Network (Specific Model)	11	0.894	121433	302.7753860552176	2167981	0.35	2137	33	215633	None
GCA_042921895.1_PDT002099742.1_genomic	100.0	1.48	Neural Network (Specific Model)	11	0.891	97997	296.3922518159806	2058118	0.35	2065	41	278505	None
GCA_042923335.1_PDT002099873.1_genomic	99.99	8.86	Neural Network (Specific Model)	11	0.892	404097	302.8061271147691	2223065	0.35	2187	22	709920	None
GCA_042923535.1_PDT002099864.1_genomic	100.0	6.66	Neural Network (Specific Model)	11	0.893	187332	300.5765189584285	2205542	0.35	2189	26	455905	None
GCA_042924845.1_PDT002099703.1_genomic	100.0	4.52	Neural Network (Specific Model)	11	0.89	81882	301.023887587822	2162020	0.35	2135	53	167774	None
GCA_042925905.1_PDT002099710.1_genomic	100.0	5.57	Neural Network (Specific Model)	11	0.892	86825	301.80394041326286	2109014	0.35	2081	44	166092	None
GCA_043100755.1_PDT002221031.1_genomic	100.0	0.47	Neural Network (Specific Model)	11	0.892	145304	295.94931687968267	2255356	0.35	2269	32	371010	None
GCA_043104895.1_PDT002221950.1_genomic	100.0	0.29	Neural Network (Specific Model)	11	0.891	179335	303.1185073121533	2020562	0.35	1983	28	368885	None
GCA_043106755.1_PDT002221828.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	119296	300.74074074074076	2071345	0.35	2052	41	318785	None
GCA_043107365.1_PDT002221879.1_genomic	100.0	0.15	Neural Network (Specific Model)	11	0.893	149414	299.69528949950933	2047896	0.35	2038	29	550185	None
GCA_043111025.1_PDT002224569.1_genomic	100.0	0.35	Neural Network (Specific Model)	11	0.893	190545	300.84586288416074	2134897	0.35	2115	25	370611	None
GCA_043111145.1_PDT002224555.1_genomic	100.0	0.86	Neural Network (Specific Model)	11	0.893	121790	297.4748923959828	2086376	0.35	2091	37	344473	None
GCA_043119165.1_PDT002224728.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	187643	300.73086543271637	2016399	0.35	1999	27	429453	None
GCA_043123885.1_PDT002225127.1_genomic	100.0	0.18	Neural Network (Specific Model)	11	0.892	78976	304.9513752455796	2084468	0.35	2036	48	172195	None
GCA_043125345.1_PDT002226478.1_genomic	100.0	0.27	Neural Network (Specific Model)	11	0.891	189571	299.08096172718354	2049023	0.35	2038	32	368886	None
GCA_043126475.1_PDT002226221.1_genomic	100.0	0.37	Neural Network (Specific Model)	11	0.891	176001	300.7889156626506	2097403	0.35	2075	26	425590	None
GCA_043127165.1_PDT002226567.1_genomic	99.99	0.19	Neural Network (Specific Model)	11	0.894	228931	303.7774552491534	2104360	0.35	2067	29	610109	None
GCA_043128465.1_PDT002226473.1_genomic	100.0	1.29	Neural Network (Specific Model)	11	0.892	124374	302.9559322033898	2099818	0.35	2065	26	398648	None
GCA_043146045.1_PDT002237898.1_genomic	100.0	0.37	Neural Network (Specific Model)	11	0.893	145257	302.5821952453212	2006141	0.35	1977	24	574709	None
GCA_043146305.1_PDT002237802.1_genomic	100.0	0.39	Neural Network (Specific Model)	11	0.893	182635	301.456207892204	2101372	0.35	2078	25	370238	None
GCA_043709865.1_PDT002395530.1_genomic	100.0	0.19	Neural Network (Specific Model)	11	0.894	149419	302.3802336903603	2080591	0.35	2054	24	554679	None
GCA_043869295.1_PDT002395516.1_genomic	100.0	0.2	Neural Network (Specific Model)	11	0.896	125924	307.1666666666667	2007730	0.35	1956	34	220032	None
GCA_044027435.1_PDT002237854.1_genomic	100.0	0.36	Neural Network (Specific Model)	11	0.892	322849	299.08150183150184	2192786	0.35	2184	27	413854	None
